gene_symbol	passing_guides	total_guides
DSG4	3	3
DSN1	3	3
DSP	3	3
DSPP	3	3
DST	3	3
DSTN	3	3
DSTYK	3	3
DTD1	3	3
DTD2	3	3
DTHD1	3	3
DTL	3	3
DTNA	3	3
DTNB	1	3
DTNBP1	2	3
DTWD1	3	3
DTWD2	3	3
DTX1	3	3
DTX2	2	3
DTX3	3	3
DTX3L	3	3
DTX4	3	3
DTYMK	3	3
DUOX1	3	3
DUOX2	3	3
DUOXA1	3	3
DUOXA2	3	3
DUPD1	3	3
DUS1L	3	3
DUS2	3	3
DUS3L	3	3
DUS4L	3	3
DUSP1	3	3
DUSP10	3	3
DUSP11	3	3
DUSP12	2	3
DUSP13	3	3
DUSP14	2	3
DUSP15	2	3
DUSP16	1	3
DUSP18	3	3
DUSP19	3	3
DUSP2	3	3
DUSP21	3	3
DUSP22	2	3
DUSP23	3	3
DUSP26	3	3
DUSP27	3	3
DUSP28	3	3
DUSP3	3	3
DUSP4	2	3
DUSP5	3	3
DUSP6	3	3
DUSP7	2	3
DUSP8	2	3
DUSP9	2	3
DUT	3	3
DUX4	2	3
DUXA	2	3
DVL1	2	3
DVL2	3	3
DVL3	3	3
DXO	3	3
DYDC1	3	3
DYDC2	3	3
DYM	1	3
DYNAP	3	3
DYNC1H1	3	3
DYNC1I1	3	3
DYNC1I2	3	3
DYNC1LI1	3	3
DYNC1LI2	2	3
DYNC2H1	3	3
DYNC2LI1	2	3
DYNLL1	3	3
DYNLL2	3	3
DYNLRB1	2	3
DYNLRB2	3	3
DYNLT1	3	3
DYNLT3	3	3
DYRK1A	2	3
DYRK1B	3	3
DYRK2	2	3
DYRK3	3	3
DYRK4	2	3
DYSF	3	3
DYTN	3	3
DZANK1	3	3
DZIP1	3	3
DZIP1L	3	3
DZIP3	3	3
E2F1	2	3
E2F2	3	3
E2F3	3	3
E2F4	3	3
E2F5	3	3
E2F6	3	3
E2F7	3	3
E2F8	3	3
E4F1	3	3
EAF1	3	3
EAF2	3	3
EAPP	3	3
EARS2	2	3
EBAG9	3	3
EBF1	3	3
EBF2	3	3
EBF3	2	3
EBF4	2	3
EBI3	3	3
EBLN1	3	3
EBLN2	3	3
EBNA1BP2	3	3
EBP	3	3
EBPL	3	3
ECD	2	3
ECE1	2	3
ECE2	3	3
ECEL1	3	3
ECH1	3	3
ECHDC1	3	3
ECHDC2	3	3
ECHDC3	3	3
ECHS1	3	3
ECI1	2	3
ECI2	2	3
ECM1	3	3
ECM2	3	3
ECSCR	3	3
ECSIT	3	3
ECT2	3	3
ECT2L	2	3
EDA	3	3
EDA2R	3	3
EDAR	2	3
EDARADD	3	3
EDC3	3	3
EDC4	3	3
EDDM3A	3	3
EDDM3B	3	3
EDEM1	3	3
EDEM2	3	3
EDEM3	3	3
EDF1	3	3
EDIL3	3	3
EDN1	2	3
EDN2	2	3
EDN3	2	3
EDNRA	3	3
EDNRB	3	3
EDRF1	3	3
EEA1	3	3
EED	3	3
EEF1A1	2	3
EEF1A2	3	3
EEF1AKMT2	3	3
EEF1AKMT3	3	3
EEF1B2	3	3
EEF1D	3	3
EEF1E1	3	3
EEF1G	3	3
EEF2	3	3
EEF2K	3	3
EEF2KMT	2	3
EEFSEC	3	3
EEPD1	3	3
EFCAB1	2	3
EFCAB11	3	3
EFCAB12	3	3
EFCAB13	3	3
EFCAB14	3	3
EFCAB2	3	3
EFCAB3	3	3
EFCAB5	3	3
EFCAB6	3	3
EFCAB7	3	3
EFCAB8	3	3
EFCAB9	3	3
EFCC1	3	3
EFEMP1	2	3
EFEMP2	3	3
EFHB	2	3
EFHC1	3	3
EFHC2	3	3
EFHD1	3	3
EFHD2	3	3
EFNA1	2	3
EFNA2	2	3
EFNA3	3	3
EFNA5	3	3
EFNB1	3	3
EFNB2	3	3
EFNB3	3	3
EFR3A	2	3
EFR3B	0	3
EFS	3	3
EFTUD2	3	3
EGF	3	3
EGFL6	3	3
EGFL7	3	3
EGFL8	3	3
EGFLAM	3	3
EGFR	2	3
EGLN1	3	3
EGLN2	3	3
EGLN3	3	3
EGR1	3	3
EGR2	3	3
EGR3	3	3
EGR4	1	3
EHBP1	3	3
EHBP1L1	3	3
EHD1	3	3
EHD2	3	3
EHD3	3	3
EHD4	3	3
EHF	3	3
EHHADH	2	3
EHMT1	3	3
EHMT2	3	3
EI24	2	3
EID1	3	3
EID2	3	3
EID2B	2	3
EID3	3	3
EIF1	3	3
EIF1AD	2	3
EIF1AX	3	3
EIF1AY	3	3
EIF1B	3	3
EIF2A	2	3
EIF2AK1	3	3
EIF2AK2	1	3
EIF2AK3	3	3
EIF2AK4	1	3
EIF2B1	3	3
EIF2B2	3	3
EIF2B3	3	3
EIF2B4	3	3
EIF2B5	3	3
EIF2D	3	3
EIF2S1	3	3
EIF2S2	3	3
EIF2S3	3	3
EIF3A	3	3
EIF3B	3	3
EIF3C	3	3
EIF3D	3	3
EIF3E	3	3
EIF3F	3	3
EIF3G	3	3
EIF3H	3	3
EIF3I	2	3
EIF3J	2	3
EIF3K	3	3
EIF3L	3	3
EIF3M	3	3
EIF4A1	3	3
EIF4A2	3	3
EIF4A3	3	3
EIF4B	1	3
EIF4E	3	3
EIF4E1B	3	3
EIF4E2	3	3
EIF4E3	2	3
EIF4EBP1	3	3
EIF4EBP2	2	3
EIF4EBP3	3	3
EIF4ENIF1	2	3
EIF4G1	2	3
EIF4G2	3	3
EIF4G3	3	3
EIF4H	3	3
EIF5	3	3
EIF5A	3	3
EIF5A2	3	3
EIF5AL1	2	3
EIF5B	3	3
EIF6	3	3
ELAC1	3	3
ELAC2	3	3
ELANE	2	3
ELAVL1	3	3
ELAVL2	3	3
ELAVL3	3	3
ELAVL4	3	3
ELF1	3	3
ELF2	3	3
ELF3	3	3
ELF4	3	3
ELF5	3	3
ELFN1	3	3
ELFN2	3	3
ELK1	2	3
ELK3	2	3
ELK4	3	3
ELL	3	3
ELL2	3	3
ELL3	3	3
ELMO1	3	3
ELMO2	3	3
ELMO3	2	3
ELMOD1	2	3
ELMOD2	3	3
ELMOD3	3	3
ELMSAN1	3	3
ELN	3	3
ELOA	3	3
ELOA2	3	3
ELOA3B	2	2
ELOB	3	3
ELOC	3	3
ELOF1	3	3
ELOVL1	1	3
ELOVL2	3	3
ELOVL3	3	3
ELOVL4	2	3
ELOVL5	3	3
ELOVL6	3	3
ELOVL7	3	3
ELP2	3	3
ELP3	3	3
ELP4	3	3
ELP5	3	3
ELP6	3	3
ELSPBP1	3	3
EMB	3	3
EMC1	3	3
EMC10	3	3
EMC2	3	3
EMC3	3	3
EMC4	3	3
EMC6	2	3
EMC7	3	3
EMC8	3	3
EMC9	3	3
EMCN	3	3
EMD	3	3
EME1	3	3
EME2	3	3
EMG1	1	3
EMID1	2	3
EMILIN1	3	3
EMILIN2	2	3
EMILIN3	3	3
EML1	3	3
EML2	3	3
EML3	2	3
EML4	3	3
EML5	3	3
EML6	3	3
EMP1	3	3
EMP2	3	3
EMP3	3	3
EMX1	3	3
EMX2	3	3
EN1	3	3
EN2	3	3
ENAH	2	3
ENAM	3	3
ENC1	2	3
ENDOD1	2	3
ENDOG	3	3
ENDOU	2	3
ENDOV	3	3
ENG	3	3
ENGASE	1	3
ENHO	3	3
ENKD1	3	3
ENKUR	3	3
ENO1	3	3
ENO2	3	3
ENO3	3	3
ENO4	3	3
ENOPH1	3	3
ENOSF1	3	3
ENOX1	3	3
ENOX2	3	3
ENPEP	3	3
ENPP1	3	3
ENPP2	3	3
ENPP3	3	3
ENPP4	3	3
ENPP5	3	3
ENPP6	3	3
ENPP7	3	3
ENSA	3	3
ENY2	3	3
EOGT	3	3
EOMES	3	3
EP300	3	3
EP400	3	3
EPAS1	2	3
EPB41	2	3
EPB41L1	3	3
EPB41L2	3	3
EPB41L3	3	3
EPB41L4A	2	3
EPB41L4B	1	3
EPB41L5	3	3
EPB42	3	3
EPC1	3	3
EPC2	3	3
EPCAM	2	3
EPDR1	3	3
EPG5	3	3
EPGN	3	3
EPHA1	3	3
EPHA10	3	3
EPHA2	3	3
EPHA3	3	3
EPHA4	3	3
EPHA5	2	3
EPHA6	2	3
EPHA7	2	3
EPHA8	3	3
EPHB1	3	3
EPHB2	2	3
EPHB3	3	3
EPHB4	3	3
EPHB6	3	3
EPHX1	3	3
EPHX2	3	3
EPHX3	3	3
EPHX4	2	3
EPM2A	3	3
EPM2AIP1	3	3
EPN1	2	3
EPN2	3	3
EPN3	3	3
EPO	3	3
EPOP	2	3
EPOR	3	3
EPPIN	3	3
EPPK1	3	3
EPRS	3	3
EPS15	3	3
EPS15L1	3	3
EPS8	3	3
EPS8L1	3	3
EPS8L2	2	3
EPS8L3	2	3
EPSTI1	3	3
EPX	3	3
EPYC	3	3
EQTN	3	3
ERAL1	2	3
ERAP1	2	3
ERAP2	3	3
ERAS	2	3
ERBB2	2	3
ERBB3	3	3
ERBB4	3	3
ERC1	3	3
ERC2	3	3
ERCC1	3	3
ERCC2	3	3
ERCC3	3	3
ERCC4	3	3
ERCC5	3	3
ERCC6	3	3
ERCC6L	3	3
ERCC6L2	3	3
ERCC8	3	3
EREG	3	3
ERF	3	3
ERFE	3	3
ERG	3	3
ERGIC1	3	3
ERGIC2	3	3
ERGIC3	3	3
ERH	3	3
ERI1	3	3
ERI2	3	3
ERI3	1	3
ERICH1	3	3
ERICH2	3	3
ERICH3	3	3
ERICH4	3	3
ERICH5	2	3
ERICH6	3	3
ERICH6B	2	3
ERLEC1	2	3
ERLIN1	3	3
ERLIN2	3	3
ERMAP	1	3
ERMARD	3	3
ERMN	3	3
ERMP1	3	3
ERN1	2	3
ERN2	3	3
ERP27	3	3
ERP29	3	3
ERP44	3	3
ERRFI1	3	3
ERV3-1	3	3
ERVFRD-1	3	3
ERVH48-1	3	3
ERVMER34-1	3	3
ERVV-1	3	3
ERVV-2	3	3
ERVW-1	3	3
ESAM	1	3
ESCO1	3	3
ESCO2	3	3
ESD	3	3
ESF1	3	3
ESM1	3	3
ESPL1	2	3
ESPN	2	3
ESPNL	3	3
ESR1	3	3
ESR2	2	3
ESRP1	3	3
ESRP2	2	3
ESRRA	3	3
ESRRB	1	3
ESRRG	2	3
ESX1	3	3
ESYT1	2	3
ESYT2	1	3
ESYT3	3	3
ETAA1	3	3
ETF1	2	3
ETFA	3	3
ETFB	3	3
ETFDH	2	3
ETFRF1	2	3
ETHE1	3	3
ETNK1	3	3
ETNK2	2	3
ETNPPL	3	3
ETS1	3	3
ETS2	3	3
ETV1	3	3
ETV2	2	3
ETV3	3	3
ETV3L	3	3
ETV4	2	3
ETV5	3	3
ETV6	3	3
ETV7	3	3
EVA1A	3	3
EVA1B	2	3
EVA1C	3	3
EVC	3	3
EVC2	2	3
EVI2A	3	3
EVI2B	3	3
EVI5	2	3
EVI5L	3	3
EVL	3	3
EVPL	3	3
EVPLL	3	3
EVX1	2	3
EVX2	3	3
EWSR1	3	3
EXD1	3	3
EXD2	3	3
EXD3	3	3
EXO1	3	3
EXO5	3	3
EXOC1	3	3
EXOC2	3	3
EXOC3	3	3
EXOC3L1	3	3
EXOC3L2	3	3
EXOC3L4	3	3
EXOC4	3	3
EXOC5	3	3
EXOC6	3	3
EXOC6B	3	3
EXOC7	3	3
EXOC8	3	3
EXOG	3	3
EXOSC1	3	3
EXOSC10	3	3
EXOSC2	3	3
EXOSC3	3	3
EXOSC4	2	3
EXOSC5	2	3
EXOSC6	3	3
EXOSC7	3	3
EXOSC8	3	3
EXOSC9	3	3
EXPH5	3	3
EXT1	3	3
EXT2	2	3
EXTL1	3	3
EXTL2	3	3
EXTL3	3	3
EYA1	3	3
EYA2	3	3
EYA3	3	3
EYA4	3	3
EYS	3	3
EZH1	3	3
EZH2	1	3
EZR	3	3
F10	3	3
F11	3	3
F11R	3	3
F12	3	3
F13A1	3	3
F13B	3	3
F2	3	3
F2R	3	3
F2RL1	3	3
F2RL2	3	3
F2RL3	1	3
F3	3	3
F5	3	3
F7	3	3
F8	2	3
F8A1	3	3
F8A2	1	3
F8A3	1	1
F9	3	3
FA2H	2	3
FAAH	3	3
FAAH2	3	3
FAAP100	1	3
FAAP20	2	3
FAAP24	3	3
FABP1	3	3
FABP12	3	3
FABP2	2	3
FABP3	3	3
FABP4	3	3
FABP5	3	3
FABP6	3	3
FABP7	3	3
FABP9	3	3
FADD	3	3
FADS1	3	3
FADS2	3	3
FADS3	2	3
FADS6	3	3
FAF1	3	3
FAF2	3	3
FAH	3	3
FAHD1	3	3
FAHD2A	3	3
FAHD2B	3	3
FAIM	3	3
FAIM2	3	3
FAM102A	3	3
FAM102B	3	3
FAM103A1	3	3
FAM104A	2	3
FAM104B	2	3
FAM105A	2	3
FAM107A	3	3
FAM107B	3	3
FAM109A	3	3
FAM109B	3	3
FAM110A	2	3
FAM110B	3	3
FAM110C	3	3
FAM110D	3	3
FAM111A	3	3
FAM111B	3	3
FAM114A1	1	3
FAM114A2	3	3
FAM117A	2	3
FAM117B	3	3
FAM118A	3	3
FAM118B	2	3
FAM120A	3	3
FAM120AOS	3	3
FAM120B	3	3
FAM120C	3	3
FAM122A	3	3
FAM122B	3	3
FAM122C	3	3
FAM124A	3	3
FAM124B	2	3
FAM126A	3	3
FAM126B	3	3
FAM129A	3	3
FAM129B	2	3
FAM129C	2	3
FAM131A	3	3
FAM131B	2	3
FAM131C	3	3
FAM133A	3	3
FAM133B	2	3
FAM135A	2	3
FAM135B	3	3
FAM136A	3	3
FAM13A	1	3
FAM13B	3	3
FAM13C	3	3
FAM149A	2	3
FAM149B1	3	3
FAM151A	2	3
FAM151B	3	3
FAM153B	3	3
FAM155A	3	3
FAM155B	3	3
FAM156A	3	3
FAM156B	3	3
FAM157A	3	3
FAM159A	3	3
FAM159B	3	3
FAM160A1	3	3
FAM160A2	3	3
FAM160B1	3	3
FAM160B2	3	3
FAM161A	3	3
FAM161B	3	3
FAM162A	1	3
FAM162B	2	3
FAM163A	3	3
FAM163B	3	3
FAM166A	3	3
FAM166B	3	3
FAM167A	3	3
FAM167B	3	3
FAM168A	3	3
FAM168B	3	3
FAM169A	3	3
FAM169B	3	3
FAM170A	3	3
FAM170B	3	3
FAM171A1	3	3
FAM171A2	3	3
FAM171B	3	3
FAM172A	3	3
FAM173A	2	3
FAM173B	3	3
FAM174A	3	3
FAM174B	2	3
FAM175A	3	3
FAM175B	2	3
FAM177A1	3	3
FAM177B	3	3
FAM178B	3	3
FAM180A	3	3
FAM180B	3	3
FAM181A	3	3
FAM181B	1	3
FAM183A	3	3
FAM184A	3	3
FAM184B	3	3
FAM185A	2	3
FAM186A	3	3
FAM186B	3	3
FAM187A	1	1
FAM187B	3	3
FAM189A1	1	3
FAM189A2	3	3
FAM189B	3	3
FAM192A	3	3
FAM193A	3	3
FAM193B	3	3
FAM196A	3	3
FAM196B	3	3
FAM198A	3	3
FAM198B	3	3
FAM199X	3	3
FAM19A1	3	3
FAM19A2	3	3
FAM19A3	2	3
FAM19A4	3	3
FAM19A5	2	3
FAM200A	3	3
FAM200B	3	3
FAM204A	3	3
FAM205A	3	3
FAM205C	3	3
FAM206A	3	3
FAM207A	3	3
FAM208A	3	3
FAM208B	2	3
FAM209A	3	3
FAM209B	3	3
FAM20A	3	3
FAM20B	2	3
FAM20C	3	3
FAM210A	3	3
FAM210B	3	3
FAM212A	3	3
FAM212B	3	3
FAM213A	3	3
FAM213B	3	3
FAM214A	3	3
FAM214B	3	3
FAM216A	3	3
FAM216B	3	3
FAM217A	2	3
FAM217B	2	3
FAM218A	3	3
FAM219A	3	3
FAM219B	3	3
FAM220A	3	3
FAM221A	3	3
FAM221B	3	3
FAM222A	2	3
FAM222B	3	3
FAM227A	2	3
FAM227B	3	3
FAM228A	1	3
FAM228B	3	3
FAM229A	3	3
FAM229B	3	3
FAM231A	3	3
FAM231C	1	2
FAM237A	3	3
FAM240A	3	3
FAM24A	3	3
FAM24B	3	3
FAM25A	3	3
FAM25C	3	3
FAM26D	3	3
FAM26E	3	3
FAM26F	3	3
FAM32A	3	3
FAM35A	1	3
FAM3A	3	3
FAM3B	3	3
FAM3C	3	3
FAM3D	3	3
FAM43A	3	3
FAM43B	3	3
FAM45A	3	3
FAM46A	3	3
FAM46B	3	3
FAM46C	3	3
FAM46D	3	3
FAM47A	3	3
FAM47B	3	3
FAM47C	3	3
FAM47E	1	3
FAM49A	2	3
FAM49B	3	3
FAM50A	3	3
FAM50B	3	3
FAM53A	3	3
FAM53B	2	3
FAM53C	2	3
FAM57A	3	3
FAM57B	2	3
FAM58A	3	3
FAM60A	3	3
FAM69A	3	3
FAM69B	2	3
FAM69C	3	3
FAM71A	3	3
FAM71B	3	3
FAM71C	3	3
FAM71D	3	3
FAM71E1	3	3
FAM71E2	3	3
FAM71F1	3	3
FAM71F2	3	3
FAM72B	3	3
FAM72C	3	3
FAM76A	3	3
FAM76B	3	3
FAM78A	1	3
FAM78B	2	3
FAM81A	3	3
FAM81B	3	3
FAM83A	1	3
FAM83B	2	3
FAM83C	2	3
FAM83D	2	3
FAM83E	3	3
FAM83F	2	3
FAM83G	3	3
FAM83H	1	3
FAM84A	3	3
FAM84B	3	3
FAM86B1	1	3
FAM86B2	3	3
FAM86C1	2	3
FAM89A	3	3
FAM89B	3	3
FAM8A1	3	3
FAM90A1	3	3
FAM91A1	3	3
FAM92A	2	3
FAM92B	3	3
FAM96A	3	3
FAM96B	3	3
FAM98A	3	3
FAM98B	3	3
FAM98C	3	3
FAM9A	3	3
FAM9B	3	3
FAM9C	3	3
FAN1	3	3
FANCA	3	3
FANCB	3	3
FANCC	3	3
FANCD2	3	3
FANCD2OS	2	3
FANCE	3	3
FANCF	3	3
FANCG	2	3
FANCI	3	3
FANCL	3	3
FANCM	3	3
FANK1	3	3
FAP	1	3
FAR1	3	3
FAR2	3	3
FARP1	3	3
FARP2	3	3
FARS2	3	3
FARSA	3	3
FARSB	2	3
FAS	3	3
FASLG	3	3
FASN	3	3
FASTK	3	3
FASTKD1	3	3
FASTKD2	3	3
FASTKD3	2	3
FAT1	3	3
FAT2	3	3
FAT3	2	3
FAT4	3	3
FATE1	3	3
FAU	3	3
FAXC	2	3
FAXDC2	3	3
FBF1	2	3
FBL	3	3
FBLIM1	2	3
FBLN1	2	3
FBLN2	3	3
FBLN5	2	3
FBLN7	1	3
FBN1	3	3
FBN2	3	3
FBN3	3	3
FBP1	2	3
FBP2	3	3
FBRS	3	3
FBRSL1	3	3
FBXL12	3	3
FBXL13	3	3
FBXL14	2	3
FBXL15	2	3
FBXL16	2	3
FBXL17	3	3
FBXL18	3	3
FBXL19	3	3
FBXL2	3	3
FBXL20	2	3
FBXL21	2	3
FBXL22	3	3
FBXL3	3	3
FBXL4	3	3
FBXL5	3	3
FBXL6	3	3
FBXL7	2	3
FBXL8	3	3
FBXO10	2	3
FBXO11	1	3
FBXO15	2	3
FBXO16	3	3
FBXO17	3	3
FBXO18	2	3
FBXO2	2	3
FBXO21	3	3
FBXO22	3	3
FBXO24	3	3
FBXO25	2	3
FBXO27	3	3
FBXO28	3	3
FBXO3	3	3
FBXO30	3	3
FBXO31	2	3
FBXO32	3	3
FBXO33	3	3
FBXO34	3	3
FBXO36	3	3
FBXO38	3	3
FBXO39	2	3
FBXO4	3	3
FBXO40	3	3
FBXO41	3	3
FBXO42	2	3
FBXO43	3	3
FBXO44	3	3
FBXO45	3	3
FBXO46	3	3
FBXO47	3	3
FBXO48	3	3
FBXO5	3	3
FBXO6	2	3
FBXO7	2	3
FBXO8	3	3
FBXO9	2	3
FBXW10	3	3
FBXW11	2	3
FBXW12	3	3
FBXW2	2	3
FBXW4	2	3
FBXW5	3	3
FBXW7	3	3
FBXW8	3	3
FBXW9	3	3
FCAMR	2	3
FCAR	3	3
FCER1A	3	3
FCER1G	3	3
FCER2	3	3
FCF1	3	3
FCGBP	3	3
FCGR1A	2	3
FCGR1B	2	2
FCGR2A	3	3
FCGR2B	3	3
FCGR2C	1	1
FCGR3A	3	3
FCGR3B	3	3
FCGRT	2	3
FCHO1	3	3
FCHO2	2	3
FCHSD1	3	3
FCHSD2	2	3
FCMR	3	3
FCN1	3	3
FCN2	3	3
FCN3	3	3
FCRL1	3	3
FCRL2	3	3
FCRL3	3	3
FCRL4	3	3
FCRL5	3	3
FCRL6	3	3
FCRLA	3	3
FCRLB	3	3
FDCSP	3	3
FDFT1	2	3
FDPS	3	3
FDX1	3	3
FDX1L	3	3
FDXACB1	2	3
FDXR	2	3
FECH	3	3
FEM1A	3	3
FEM1B	3	3
FEM1C	3	3
FEN1	3	3
FER	1	3
FER1L5	3	3
FER1L6	3	3
FERD3L	3	3
FERMT1	1	3
FERMT2	3	3
FERMT3	2	3
FES	3	3
FETUB	3	3
FEV	3	3
FEZ1	2	3
FEZ2	3	3
FEZF1	2	3
FEZF2	3	3
FFAR1	2	3
FFAR2	3	3
FFAR3	3	3
FFAR4	3	3
FGA	3	3
FGB	3	3
FGD1	2	3
FGD2	3	3
FGD3	3	3
FGD4	3	3
FGD5	3	3
FGD6	2	3
FGF1	3	3
FGF10	3	3
FGF11	3	3
FGF12	3	3
FGF13	3	3
FGF14	3	3
FGF16	3	3
FGF17	3	3
FGF18	3	3
FGF19	3	3
FGF2	2	3
FGF20	3	3
FGF21	3	3
FGF22	3	3
FGF23	3	3
FGF3	3	3
FGF4	3	3
FGF5	2	3
FGF6	2	3
FGF7	2	3
FGF8	3	3
FGF9	2	3
FGFBP1	3	3
FGFBP2	3	3
FGFBP3	3	3
FGFR1	2	3
FGFR1OP	3	3
FGFR1OP2	1	3
FGFR2	2	3
FGFR3	1	3
FGFR4	3	3
FGFRL1	2	3
FGG	3	3
FGGY	3	3
FGL1	3	3
FGL2	3	3
FGR	3	3
FH	3	3
FHAD1	3	3
FHDC1	3	3
FHIT	3	3
FHL1	3	3
FHL2	2	3
FHL3	0	3
FHL5	3	3
FHOD1	3	3
FHOD3	3	3
FIBCD1	2	3
FIBIN	3	3
FIBP	3	3
FICD	3	3
FIG4	1	3
FIGLA	3	3
FIGN	3	3
FIGNL1	3	3
FIGNL2	3	3
FILIP1	3	3
FILIP1L	2	3
FIS1	3	3
FITM1	3	3
FITM2	3	3
FIZ1	2	3
FJX1	2	3
FKBP10	3	3
FKBP11	3	3
FKBP14	3	3
FKBP15	3	3
FKBP1A	3	3
FKBP1B	3	3
FKBP2	2	3
FKBP3	3	3
FKBP4	3	3
FKBP5	3	3
FKBP6	3	3
FKBP7	3	3
FKBP8	2	3
FKBP9	3	3
FKBPL	2	3
FKRP	2	3
FKTN	3	3
FLAD1	3	3
FLCN	3	3
FLG	3	3
FLG2	3	3
FLI1	3	3
FLII	3	3
FLJ44635	3	3
FLJ45513	3	3
FLNA	3	3
FLNB	3	3
FLNC	2	3
FLOT1	2	3
FLOT2	2	3
FLRT1	3	3
FLRT2	3	3
FLRT3	2	3
FLT1	3	3
FLT3	2	3
FLT3LG	3	3
FLT4	3	3
FLVCR1	1	3
FLVCR2	3	3
FLYWCH1	3	3
FLYWCH2	3	3
FMC1	3	3
FMN1	3	3
FMN2	2	3
FMNL1	1	3
FMNL2	3	3
FMNL3	3	3
FMO1	3	3
FMO2	3	3
FMO3	3	3
FMO4	3	3
FMO5	3	3
FMOD	3	3
FMR1	3	3
FMR1NB	2	3
FN1	3	3
FN3K	2	3
FN3KRP	3	3
FNBP1	1	3
FNBP1L	3	3
FNBP4	2	3
FNDC1	2	3
FNDC10	3	3
FNDC11	3	3
FNDC3A	3	3
FNDC3B	3	3
FNDC4	2	3
FNDC5	2	3
FNDC7	3	3
FNDC8	3	3
FNDC9	3	3
FNIP1	3	3
FNIP2	3	3
FOCAD	3	3
FOLH1	3	3
FOLH1B	3	3
FOLR1	3	3
FOLR2	3	3
FOLR3	3	3
FOPNL	3	3
FOS	2	3
FOSB	3	3
FOSL1	3	3
FOSL2	2	3
FOXA1	2	3
FOXA2	3	3
FOXA3	2	3
FOXB1	3	3
FOXB2	3	3
FOXC1	3	3
FOXC2	3	3
FOXD1	3	3
FOXD2	3	3
FOXD3	3	3
FOXD4	2	3
FOXD4L1	3	3
FOXD4L3	3	3
FOXD4L4	2	2
FOXD4L5	3	3
FOXD4L6	2	3
FOXE1	2	3
FOXE3	3	3
FOXF1	3	3
FOXF2	2	3
FOXG1	2	3
FOXH1	3	3
FOXI1	3	3
FOXI2	2	3
FOXI3	3	3
FOXJ1	3	3
FOXJ2	3	3
FOXJ3	3	3
FOXK1	3	3
FOXK2	2	3
FOXL1	3	3
FOXL2	2	3
FOXL2NB	3	3
FOXM1	3	3
FOXN1	3	3
FOXN2	3	3
FOXN3	3	3
FOXN4	3	3
FOXO1	3	3
FOXO3	3	3
FOXO4	3	3
FOXO6	3	3
FOXP1	3	3
FOXP2	3	3
FOXP3	3	3
FOXP4	3	3
FOXQ1	2	3
FOXR1	3	3
FOXR2	3	3
FOXRED1	3	3
FOXRED2	2	3
FOXS1	3	3
FPGS	2	3
FPGT	3	3
FPR1	2	3
FPR2	3	3
FPR3	3	3
FRA10AC1	2	3
FRAS1	1	3
FRAT1	3	3
FRAT2	3	3
FREM1	3	3
FREM2	3	3
FREM3	2	3
FRG1	3	3
FRG2B	3	3
FRG2C	3	3
FRK	3	3
FRMD1	3	3
FRMD3	3	3
FRMD4A	3	3
FRMD4B	2	3
FRMD5	3	3
FRMD6	3	3
FRMD7	3	3
FRMD8	3	3
FRMPD1	3	3
FRMPD2	3	3
FRMPD3	3	3
FRMPD4	3	3
FRRS1	3	3
FRRS1L	3	3
FRS2	3	3
FRS3	2	3
FRY	3	3
FRYL	3	3
FRZB	3	3
FSBP	3	3
FSCB	2	3
FSCN1	2	3
FSCN2	2	3
FSCN3	3	3
FSD1	3	3
FSD1L	2	3
FSD2	3	3
FSHB	3	3
FSHR	3	3
FSIP1	3	3
FSIP2	3	3
FST	2	3
FSTL1	2	3
FSTL3	2	3
FSTL4	3	3
FSTL5	3	3
FTCD	3	3
FTH1	2	3
FTH1P18	3	3
FTHL17	3	3
FTL	3	3
FTMT	2	3
FTO	3	3
FTSJ1	3	3
FTSJ3	3	3
FUBP1	3	3
FUBP3	2	3
FUCA1	3	3
FUCA2	3	3
FUK	1	3
FUNDC1	3	3
FUNDC2	3	3
FUOM	2	3
FURIN	3	3
FUS	1	3
FUT1	2	3
FUT10	3	3
FUT11	2	3
FUT2	3	3
FUT3	3	3
FUT4	3	3
FUT5	3	3
FUT6	3	3
FUT7	3	3
FUT8	2	3
FUT9	2	3
FUZ	3	3
FXN	3	3
FXR1	3	3
FXR2	2	3
FXYD1	3	3
FXYD2	3	3
FXYD3	3	3
FXYD4	2	3
FXYD5	3	3
FXYD6	3	3
FXYD7	3	3
FYB	3	3
FYCO1	3	3
FYN	3	3
FYTTD1	3	3
FZD1	3	3
FZD10	2	3
FZD2	3	3
FZD3	3	3
FZD4	2	3
FZD5	3	3
FZD6	3	3
FZD7	2	3
FZD8	3	3
FZD9	2	3
FZR1	3	3
G0S2	3	3
G2E3	3	3
G3BP1	3	3
G3BP2	3	3
G6PC	3	3
G6PC2	3	3
G6PC3	3	3
G6PD	3	3
GAA	3	3
GAB1	2	3
GAB2	2	3
GAB3	2	3
GAB4	3	3
GABARAP	3	3
GABARAPL1	1	3
GABARAPL2	3	3
GABBR1	2	3
GABBR2	3	3
GABPA	3	3
GABPB1	3	3
GABPB2	2	3
GABRA1	3	3
GABRA2	3	3
GABRA3	3	3
GABRA4	3	3
GABRA5	3	3
GABRA6	3	3
GABRB1	3	3
GABRB2	3	3
GABRB3	1	3
GABRD	3	3
GABRE	3	3
GABRG1	3	3
GABRG2	3	3
GABRG3	3	3
GABRP	3	3
GABRQ	3	3
GABRR1	2	3
GABRR2	3	3
GABRR3	3	3
GAD1	2	3
GAD2	3	3
